,0
0,0.0
1,-0.259999999999998
2,0.5700000000000003
3,0.0
4,0.019999999999999574
5,0.04999999999999716
6,-0.6099999999999994
7,-0.8099999999999987
8,-0.10000000000000142
9,0.0
10,-0.4399999999999977
11,-0.010000000000001563
12,0.120000000000001
13,-0.05000000000000071
14,0.0
15,-0.129999999999999
16,-0.240000000000002
17,0.060000000000002274
18,0.39000000000000057
19,0.41999999999999815
20,-0.14999999999999858
21,-0.370000000000001
22,-0.26000000000000156
23,0.0400000000000027
24,-0.8300000000000018
25,-1.129999999999999
26,0.5199999999999996
27,-0.10000000000000142
28,-0.6799999999999997
29,0.08999999999999986
30,-0.0799999999999983
31,0.0799999999999983
32,0.4200000000000017
33,-0.41000000000000014
34,-0.4400000000000013
35,-0.259999999999998
36,0.2099999999999973
37,-0.259999999999998
38,0.14000000000000057
39,-0.5199999999999996
40,-0.33999999999999986
41,0.29999999999999716
42,-0.019999999999999574
43,0.1700000000000017
44,-0.33999999999999986
45,-0.6400000000000006
46,0.41000000000000014
47,0.3200000000000003
48,0.14000000000000057
49,-0.46000000000000085
50,0.5599999999999987
51,0.46000000000000085
52,-0.379999999999999
53,-0.23000000000000043
54,-0.46000000000000085
55,-0.16000000000000014
56,0.14000000000000057
57,-0.379999999999999
58,0.0
59,0.0
60,-0.38000000000000256
61,-0.17999999999999972
62,-0.6899999999999977
63,-0.030000000000001137
64,-0.3299999999999983
65,0.05999999999999872
66,0.03999999999999915
67,0.23000000000000043
68,0.28999999999999915
69,0.07000000000000028
70,-0.0799999999999983
71,-0.2900000000000027
72,-0.23999999999999844
73,0.26000000000000156
74,0.4799999999999969
75,-0.019999999999999574
76,-0.259999999999998
77,0.33999999999999986
78,0.2699999999999996
79,-0.14999999999999858
80,0.34999999999999787
81,-0.019999999999999574
82,-0.010000000000001563
83,-0.5399999999999991
84,0.019999999999999574
85,0.10000000000000142
86,0.019999999999999574
87,0.4800000000000004
88,0.3000000000000007
89,0.8000000000000007
90,-0.020000000000003126
91,-0.29999999999999716
92,0.29999999999999716
93,0.370000000000001
94,0.15000000000000213
95,-0.1700000000000017
96,-0.05000000000000071
97,0.33000000000000185
98,0.11999999999999744
99,-0.8200000000000003
100,-0.4499999999999993
101,0.5
102,-0.39000000000000057
103,0.18000000000000327
104,-0.5800000000000018
105,-0.23000000000000043
106,-0.3999999999999986
107,-0.5300000000000011
108,-0.3500000000000014
109,-0.06999999999999673
110,-0.3200000000000003
111,0.09999999999999787
112,0.03999999999999915
113,0.3200000000000003
114,0.40000000000000213
115,-0.33000000000000185
116,0.120000000000001
117,-0.25
118,0.7100000000000009
119,-0.15000000000000213
120,0.0
121,-0.04999999999999716
122,0.3999999999999986
123,0.21999999999999886
124,0.6099999999999994
125,-0.6499999999999986
126,0.10000000000000142
127,-0.030000000000001137
128,-0.08999999999999986
129,-0.16000000000000014
130,-0.21000000000000085
131,0.40000000000000213
132,0.0799999999999983
133,0.5599999999999987
134,-0.6199999999999974
135,0.019999999999999574
136,0.23999999999999844
137,0.240000000000002
138,-0.05000000000000071
139,0.10999999999999943
140,-0.00999999999999801
141,-0.020000000000003126
142,0.28000000000000114
143,-0.0799999999999983
144,0.389999999999997
145,0.3100000000000023
146,-0.129999999999999
147,-0.3000000000000007
148,-0.2699999999999996
149,-0.38000000000000256
150,-0.34999999999999787
151,0.34999999999999787
152,0.07000000000000028
153,0.370000000000001
154,-0.23000000000000043
155,-0.35999999999999943
156,0.46999999999999886
157,-0.05000000000000071
158,-0.5699999999999967
159,-0.39000000000000057
160,-0.2900000000000027
161,0.25
162,0.08000000000000185
163,0.07000000000000028
164,0.23999999999999844
165,-0.09999999999999787
166,-0.1999999999999993
167,0.22999999999999687
168,-0.11999999999999744
169,0.14999999999999858
170,-0.10000000000000142
171,0.13000000000000256
172,-0.15000000000000213
173,-0.00999999999999801
174,0.34999999999999787
175,-0.18999999999999773
176,-0.07000000000000028
177,0.17999999999999972
178,0.3299999999999983
179,-0.0799999999999983
180,-0.05000000000000071
181,0.5300000000000011
182,0.3099999999999987
183,0.120000000000001
184,0.4800000000000004
185,-0.08999999999999986
186,0.2099999999999973
187,1.2100000000000009
188,-0.34999999999999787
189,-0.23000000000000043
190,0.0799999999999983
191,-0.18999999999999773
192,0.129999999999999
193,-0.6500000000000021
194,-0.6799999999999997
195,-0.129999999999999
196,0.28999999999999915
197,-0.129999999999999
198,-0.14000000000000057
199,0.010000000000001563
200,0.5599999999999987
201,0.030000000000001137
202,-0.4400000000000013
203,0.17999999999999972
204,-0.7699999999999996
205,0.14000000000000057
206,0.4499999999999993
207,-0.029999999999997584
208,0.05999999999999872
209,-0.379999999999999
210,-0.1700000000000017
211,0.03999999999999915
212,0.2699999999999996
213,-0.09999999999999787
214,0.120000000000001
215,0.4499999999999993
216,0.5299999999999976
217,-0.6999999999999993
218,-0.14999999999999858
219,0.019999999999999574
220,-0.5899999999999999
221,0.00999999999999801
222,0.18000000000000327
223,0.129999999999999
224,-0.6400000000000006
225,0.14000000000000057
226,0.3200000000000003
227,-0.9499999999999993
228,0.029999999999997584
229,-0.09999999999999787
230,-0.240000000000002
231,0.21000000000000085
232,-0.03999999999999915
233,-0.3000000000000007
234,-0.490000000000002
235,-0.09999999999999787
236,0.14000000000000057
237,-0.23000000000000043
238,-0.08999999999999986
239,0.17999999999999972
240,0.35999999999999943
241,-0.14000000000000057
242,-0.16000000000000014
243,0.05000000000000071
244,-0.05000000000000071
245,-0.6899999999999977
246,-0.33999999999999986
247,-0.15000000000000213
248,-0.08999999999999986
249,-0.4800000000000004
250,0.19000000000000128
251,-0.15000000000000036
252,0.14000000000000057
253,-0.14000000000000057
254,-0.2599999999999998
255,0.009999999999999787
256,-0.2699999999999996
257,-0.0600000000000005
258,0.14000000000000057
259,0.4900000000000002
260,-0.4300000000000015
261,-0.27999999999999936
262,-0.3200000000000003
263,-0.08999999999999986
264,0.5299999999999994
265,0.9500000000000011
266,-0.09999999999999964
267,0.6400000000000006
268,-0.6900000000000013
269,-0.3100000000000005
270,-0.41000000000000014
271,-0.3099999999999987
272,0.2699999999999996
273,0.22000000000000064
274,-0.28000000000000114
275,-0.16999999999999993
276,-0.25
277,-0.3100000000000005
278,0.010000000000001563
279,-0.5500000000000007
280,0.0
281,-0.03999999999999915
282,0.5599999999999987
283,-0.10999999999999943
284,-0.6500000000000004
285,-0.17999999999999972
286,0.2699999999999996
287,0.030000000000001137
288,0.14999999999999858
289,-0.16000000000000014
290,-0.1899999999999995
291,-0.08999999999999986
292,0.08999999999999986
293,-0.33000000000000007
294,-0.6099999999999994
295,0.11999999999999922
296,0.05000000000000071
297,-0.10999999999999943
298,-0.05000000000000071
299,-0.5099999999999998
300,-0.6899999999999995
301,1.1600000000000001
302,0.1999999999999993
303,-0.0600000000000005
304,2.1799999999999997
305,-0.5099999999999998
306,0.39000000000000057
307,0.7699999999999996
308,-0.2599999999999998
309,-0.5700000000000003
310,-0.4800000000000004
311,-0.14999999999999858
312,-0.33999999999999986
313,0.25
314,-0.5
315,-0.3100000000000005
316,-0.030000000000001137
317,0.4400000000000013
318,-0.08000000000000007
319,0.16000000000000014
320,0.3699999999999992
321,0.3800000000000008
322,-0.2400000000000002
323,0.129999999999999
324,-0.23999999999999844
325,-0.2900000000000009
326,-0.09999999999999964
327,0.33000000000000007
328,0.23000000000000043
329,0.20999999999999908
330,-0.3000000000000007
331,0.8100000000000005
332,-0.46999999999999886
333,-0.22000000000000064
334,-0.09999999999999964
335,0.129999999999999
336,0.47000000000000064
337,0.33999999999999986
338,-0.5999999999999996
339,0.1399999999999988
340,0.040000000000000924
341,0.39000000000000057
342,0.14999999999999858
343,-0.28999999999999915
344,-0.2900000000000009
345,0.040000000000000924
346,-0.0600000000000005
347,0.5099999999999998
348,-0.06999999999999851
349,-0.6800000000000015
350,-0.3699999999999992
351,-0.040000000000000924
352,-0.3899999999999988
353,0.4800000000000004
354,0.23999999999999844
355,-0.3899999999999988
356,-0.8000000000000007
357,-0.5299999999999994
358,-0.11000000000000121
359,-0.5
360,-0.8499999999999996
361,0.0
362,0.5300000000000011
363,-0.41999999999999993
364,0.009999999999999787
365,0.33999999999999986
366,0.8599999999999994
367,0.41000000000000014
368,-0.5600000000000005
369,0.09999999999999964
370,-0.20999999999999908
371,0.009999999999999787
372,0.08999999999999986
373,0.019999999999999574
374,-0.16000000000000014
375,-0.08999999999999986
376,-0.03999999999999915
377,0.05000000000000071
378,-0.10000000000000142
379,0.0
380,-0.049999999999998934
381,0.2699999999999996
382,-0.040000000000000924
383,0.8600000000000012
384,-0.2699999999999996
385,-0.27000000000000135
386,-0.09999999999999964
387,0.20000000000000107
388,0.019999999999999574
389,-0.17999999999999972
