,trenda,trendb,trendc,trendd,trende,relative_index
2668,-2.1807000649687325e-12,-0.04259259259486892,0.4344444444431959,-0.1870899470924723,71.9692063493611,1
2669,-0.0039583333355242,0.09319444444247628,-0.4006250000030736,0.7378174603168905,71.4105952382488,4
2670,-2.1807000649687325e-12,-0.04259259259486892,0.4344444444431959,-0.1870899470924723,71.9692063493611,3
2671,-0.02458333333556828,0.2363888888872252,-0.5145833333366516,0.4499206349194799,71.83547619063063,5
2672,-0.016250000002217657,0.12972222222032892,-0.4229166666697428,1.5451587301598035,74.24404761920744,2
2673,0.004166666664495944,-0.09648148148388837,0.5119444444434491,0.3108465608449362,72.21158730174267,5
2674,-0.014166666668878669,0.1553703703685242,-0.5936111111145532,1.176216931217246,76.54603174619653,2
2675,-0.014166666668878669,0.1553703703685242,-0.5936111111145532,1.176216931217246,76.54603174619653,3
2676,-0.028541666668911336,0.28976851851697594,-0.9515972222264596,1.2829894179899326,77.13123015889626,3
2677,-0.004791666668859662,0.08319444444245594,-0.34229166666961275,0.26460317460155536,78.2198809525494,1
2678,-0.028541666668911336,0.28976851851697594,-0.9515972222264596,1.2829894179899326,77.13123015889626,5
2679,-0.004791666668859662,0.08319444444245594,-0.34229166666961275,0.26460317460155536,78.2198809525494,3
2680,-0.025625000002236664,0.27300925925766306,-0.7850694444482555,0.4907804232791252,78.13615079381911,3
2681,0.11166666666473236,-1.0574074074119275,2.6638888888926373,-1.4043386243440366,78.00936507953313,1
2682,-0.014375000002216918,0.014583333331229296,0.19062499999807905,0.13130952380783512,77.60464285730984,3
2683,-0.1889583333359248,1.8681944444463223,-5.315625000013725,2.997103174607481,79.0748809525512,1
2684,0.02562499999787093,0.03662037036830135,-1.2846527777828474,2.0969312169336813,78.34424603191471,3
2685,0.042291666664576184,-0.6509722222258134,3.1831250000047655,-5.409444444458487,78.41916666683557,2
2686,0.042291666664576184,-0.6509722222258134,3.1831250000047655,-5.409444444458487,78.41916666683557,3
2687,0.14104166666479245,-1.3879166666718796,4.122708333340212,-3.303690476200031,75.83964285730619,3
2688,-0.03104166666891395,0.1884722222204327,-0.01937500000214309,-0.9716269841313944,77.30226190492834,2
2689,-0.03104166666891395,0.1884722222204327,-0.01937500000214309,-0.9716269841313944,77.30226190492834,3
2690,0.02145833333119607,-0.2043055555581572,0.2489583333316268,-0.14968253968497014,77.04059523826103,1
2691,0.02145833333119607,-0.2043055555581572,0.2489583333316268,-0.14968253968497014,77.04059523826103,2
2692,-0.12145833333578128,1.3181944444451608,-4.283125000011592,2.43996031746352,76.11773809540193,1
2693,0.0887499999980087,-0.7132407407444457,1.4268055555564132,-1.6656481481539354,77.0922222223882,3
2694,-0.022500000002230625,0.11462962962769895,0.4452777777765855,-3.4540740740838416,75.40111111127341,2
2695,-0.022500000002230625,0.11462962962769895,0.4452777777765855,-3.4540740740838416,75.40111111127341,3
2696,-0.022500000002230625,0.11462962962769895,0.4452777777765855,-3.4540740740838416,75.40111111127341,4
2697,-0.05375000000229724,0.4391666666654289,-1.0737500000044715,0.8940476190473245,69.96071428586471,1
2698,-0.05375000000229724,0.4391666666654289,-1.0737500000044715,0.8940476190473245,69.96071428586471,2
2699,0.007083333331169839,0.02935185184970268,-0.6334722222256433,1.5417989417998994,69.70087301602294,2
2700,0.007083333331169839,0.02935185184970268,-0.6334722222256433,1.5417989417998994,69.70087301602294,3
2701,0.05291666666459927,-0.6041666666701575,2.169583333335914,-2.8954761904848265,71.1778571430103,3
2702,-0.09791666666906274,1.0656481481482991,-3.8006944444548942,4.282486772493819,69.38341269856193,3
2703,0.11291666666473466,-1.1837962963010904,3.9818055555621785,-5.1214021164156325,71.2467460318993,3
2704,0.08833333333134119,-0.9016666666707832,2.8191666666705544,-2.245833333340352,67.89500000014588,0
2705,-0.01645833333554969,0.13245370370180454,0.03743055555348873,-1.4974735449790488,69.78567460332465,3
2706,-0.04104166666893483,0.2912499999984276,-0.31520833333609755,-0.4828571428605413,68.37964285728988,3
2707,-0.005833333335527158,0.1490740740722184,-0.872222222226315,1.9266005291025776,67.69706349220894,2
2708,-0.005833333335527158,0.1490740740722184,-0.872222222226315,1.9266005291025776,67.69706349220894,3
2709,-0.056250000002302285,0.5947222222213183,-1.8454166666727767,1.9269444444462944,68.75333333348117,3
2710,-0.005833333335527158,0.1490740740722184,-0.872222222226315,1.9266005291025776,67.69706349220894,5
2711,-0.04625000000228408,0.4236111111098749,-1.0895833333379599,1.6593650793665953,69.63880952395921,2
2712,0.02354166666453894,-0.3053240740769476,1.390763888889856,-1.7001719576780272,69.48186507951452,5
2713,-0.022500000002229736,0.11999999999807898,-0.11000000000243082,1.1039285714288225,71.41642857158216,2
2714,-0.11145833333575728,1.2298611111116002,-4.168125000011187,4.510436507943991,74.72488095254181,0
2715,0.02541666666454001,-0.2410185185212228,0.3834722222209035,1.4459391534400228,72.34269841285409,3
2716,0.08249999999799472,-0.7062962962999795,1.5972222222234072,-0.22247354497607352,74.17817460333416,3
2717,-0.005000000002187255,-0.05537037037272685,0.872777777777719,-2.0347883597953147,76.22539682556105,2
2718,-0.005000000002187255,-0.05537037037272685,0.872777777777719,-2.0347883597953147,76.22539682556105,3
2719,0.0006249999978201747,-0.0409722222244886,0.039791666664549134,0.8998412698410929,76.23345238111644,1
2720,0.07541666666464841,-0.6282407407442694,1.3401388888895327,-0.1620767195791044,77.16079365095969,1
2721,0.0006249999978201747,-0.0409722222244886,0.039791666664549134,0.8998412698410929,76.23345238111644,3
2722,0.0006249999978201747,-0.0409722222244886,0.039791666664549134,0.8998412698410929,76.23345238111644,4
2723,-0.0268750000022433,0.2121759259242365,-0.2663194444472683,-0.5058862433895137,78.32115079381946,2
2724,-0.0268750000022433,0.2121759259242365,-0.2663194444472683,-0.5058862433895137,78.32115079381946,3
2725,0.028749999997886414,-0.05509259259494681,-0.6293055555589078,1.0046957671954782,78.49349206366122,0
2726,-0.00875000000220072,0.1021296296276708,-0.6784722222258663,1.8855687830706849,77.0282539684198,3
2727,-0.08979166666904947,0.950416666666616,-2.6064583333413758,0.922261904761914,78.87392857159838,1
2728,0.2035416666649298,-2.2479166666737505,7.390208333347262,-6.202261904777575,76.86107142873684,0
2729,-0.08979166666904947,0.950416666666616,-2.6064583333413758,0.922261904761914,78.87392857159838,3
