,trenda,trendb,trendc,trendd,trende
3026,0.0,0.0,-0.2648239071622343,1602.522387149039,-2424277.476499254
3027,0.0,0.0,-0.2648239071622343,1602.522387149039,-2424277.476499254
3028,0.0,0.0,-0.2648239071622343,1602.522387149039,-2424277.476499254
3029,0.0,0.0,-0.2648239071622343,1602.522387149039,-2424277.476499254
3030,0.0,0.0,-0.2648239071622343,1602.522387149039,-2424277.476499254
3031,0.0,0.0,-0.2648239071622343,1602.522387149039,-2424277.476499254
3032,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3033,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3034,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3035,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3036,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3037,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3038,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3039,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3040,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3041,0.0,0.0,-0.3426805964377706,2081.871549587682,-3161930.997720136
3042,0.0,0.0,0.2539216873978471,-1546.9879842222376,2356244.5487952367
3043,0.0,0.0,0.2539216873978471,-1546.9879842222376,2356244.5487952367
3044,0.0,0.0,0.2539216873978471,-1546.9879842222376,2356244.5487952367
3045,0.0,0.0,0.2539216873978471,-1546.9879842222376,2356244.5487952367
3046,0.0,0.0,0.2539216873978471,-1546.9879842222376,2356244.5487952367
3047,0.0,0.0,0.2539216873978471,-1546.9879842222376,2356244.5487952367
3048,0.0,0.0,0.2539216873978471,-1546.9879842222376,2356244.5487952367
3049,0.0,0.0,-0.2573163035197579,1570.0638087152606,-2394962.804042104
3050,0.0,0.0,-0.2573163035197579,1570.0638087152606,-2394962.804042104
3051,0.0,0.0,-0.2573163035197579,1570.0638087152606,-2394962.804042104
3052,0.0,0.0,-0.2573163035197579,1570.0638087152606,-2394962.804042104
3053,0.0,0.0,0.07749350664201564,-473.61565060960015,723688.9699069011
3054,0.0,0.0,-0.2573163035197579,1570.0638087152606,-2394962.804042104
3055,0.0,0.0,-0.2573163035197579,1570.0638087152606,-2394962.804042104
3056,0.0,0.0,0.07749350664201564,-473.61565060960015,723688.9699069011
3057,0.0,0.0,0.07749350664201564,-473.61565060960015,723688.9699069011
3058,0.0,0.0,0.07749350664201564,-473.61565060960015,723688.9699069011
3059,0.0,0.0,0.07749350664201564,-473.61565060960015,723688.9699069011
3060,0.0,0.0,0.07749350664201564,-473.61565060960015,723688.9699069011
3061,0.0,0.0,-0.3871473270421325,2373.5316909457943,-3637880.7343544974
3062,0.0,0.0,-0.3871473270421325,2373.5316909457943,-3637880.7343544974
3063,0.0,0.0,-0.3871473270421325,2373.5316909457943,-3637880.7343544974
3064,0.0,0.0,0.07749350664201564,-473.61565060960015,723688.9699069011
3065,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3066,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3067,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3068,0.0,0.0,0.2305401965936712,-1415.9377940654308,2174153.9064200963
3069,0.0,0.0,0.2305401965936712,-1415.9377940654308,2174153.9064200963
3070,0.0,0.0,0.2305401965936712,-1415.9377940654308,2174153.9064200963
3071,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3072,0.0,0.0,0.2305401965936712,-1415.9377940654308,2174153.9064200963
3073,0.0,0.0,0.2305401965936712,-1415.9377940654308,2174153.9064200963
3074,0.0,0.0,0.2305401965936712,-1415.9377940654308,2174153.9064200963
3075,0.0,0.0,0.2305401965936712,-1415.9377940654308,2174153.9064200963
3076,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3077,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3078,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3079,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3080,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3081,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3082,0.0,0.0,-0.03749574831408672,230.27068552057546,-353493.85913076834
3083,0.0,0.0,-0.5126887919460048,3166.21471980034,-4888357.530192023
3084,0.0,0.0,-0.5126887919460048,3166.21471980034,-4888357.530192023
3085,0.0,0.0,-0.5126887919460048,3166.21471980034,-4888357.530192023
3086,0.0,0.0,-0.5126887919460048,3166.21471980034,-4888357.530192023
3087,0.0,0.0,-0.5126887919460048,3166.21471980034,-4888357.530192023
3088,0.0,0.0,-0.06767627978394278,418.74407555286973,-647695.5710867256
3089,0.0,0.0,-0.5126887919460048,3166.21471980034,-4888357.530192023
3090,0.0,0.0,-0.06767627978394278,418.74407555286973,-647695.5710867256
3091,0.0,0.0,-0.06767627978394278,418.74407555286973,-647695.5710867256
3092,0.0,0.0,-0.06767627978394278,418.74407555286973,-647695.5710867256
3093,0.0,0.0,-0.06767627978394278,418.74407555286973,-647695.5710867256
3094,0.0,0.0,-0.06767627978394278,418.74407555286973,-647695.5710867256
3095,0.0,0.0,0.04125537396127657,-254.84606241012867,393603.9976895799
3096,0.0,0.0,0.04125537396127657,-254.84606241012867,393603.9976895799
3097,0.0,0.0,0.04125537396127657,-254.84606241012867,393603.9976895799
3098,0.0,0.0,0.04125537396127657,-254.84606241012867,393603.9976895799
3099,0.0,0.0,0.04125537396127657,-254.84606241012867,393603.9976895799
3100,0.0,0.0,-0.2458953569441459,1527.488557235631,-2372117.0336702317
3101,0.0,0.0,-0.2458953569441459,1527.488557235631,-2372117.0336702317
3102,0.0,0.0,-0.2458953569441459,1527.488557235631,-2372117.0336702317
3103,0.0,0.0,-0.2458953569441459,1527.488557235631,-2372117.0336702317
3104,0.0,0.0,0.04125537396127657,-254.84606241012867,393603.9976895799
3105,0.0,0.0,-0.2458953569441459,1527.488557235631,-2372117.0336702317
3106,0.0,0.0,-0.2458953569441459,1527.488557235631,-2372117.0336702317
3107,0.0,0.0,-0.2458953569441459,1527.488557235631,-2372117.0336702317
3108,0.0,0.0,-0.2458953569441459,1527.488557235631,-2372117.0336702317
