,trenda,trendb,trendc,trendd,trende,relative_index
0,-0.00025853263560681117,0.011221001748769777,-0.14734320478942284,0.4595105339081562,24.338862480064222,0
1,-0.00025853263560681117,0.011221001748769777,-0.14734320478942284,0.4595105339081562,24.338862480064222,1
2,-0.00025853263560681117,0.011221001748769777,-0.14734320478942284,0.4595105339081562,24.338862480064222,2
3,-0.00016277539503528927,0.0054860358660554,-0.04071406142841739,-0.2009084487159417,24.943759746578202,1
4,-8.99996484671206e-06,-0.001928984442407522,0.06631179555968736,-0.6473228620918479,24.754547886903648,0
5,-0.00025853263560681117,0.011221001748769777,-0.14734320478942284,0.4595105339081562,24.338862480064222,5
6,-0.00025853263560681117,0.011221001748769777,-0.14734320478942284,0.4595105339081562,24.338862480064222,6
7,-8.99996484671206e-06,-0.001928984442407522,0.06631179555968736,-0.6473228620918479,24.754547886903648,3
8,-0.00017796629599686753,0.006978398220645832,-0.0736817535108849,0.0060114523334026115,24.878117512933212,7
9,0.00023534061816951108,-0.009413326357278687,0.1053154929244917,-0.35636189930018397,23.075571249263,0
10,-0.00016277539503528927,0.0054860358660554,-0.04071406142841739,-0.2009084487159417,24.943759746578202,8
11,7.854067434995907e-05,-0.004614497663270151,0.07531363285877753,-0.4274870798764912,23.618042863989697,5
12,7.854067434995907e-05,-0.004614497663270151,0.07531363285877753,-0.4274870798764912,23.618042863989697,6
13,7.854067434995907e-05,-0.004614497663270151,0.07531363285877753,-0.4274870798764912,23.618042863989697,7
14,0.00023010311277948256,-0.009970793558540149,0.12651516470578525,-0.5295396297692604,23.398867255843932,6
15,-0.00017796629599686753,0.006978398220645832,-0.0736817535108849,0.0060114523334026115,24.878117512933212,14
16,-0.00024078200812471806,0.010848195471369948,-0.15265167851174355,0.5032397217631763,22.73651216178543,0
17,0.0001950646234251076,-0.006698816224847723,0.05621261431435469,-0.12296882220018356,22.919928651229352,6
18,7.091487622357118e-05,-0.004712597282644726,0.08863705506355267,-0.6021840969658243,24.1734896625174,13
19,2.5283618996230217e-06,-0.0010890634938176547,0.039393152608985786,-0.5775797790925663,23.487492550943337,0
20,8.675650645831975e-05,-0.004534349453531935,0.08261220566208533,-0.7273524779410491,23.223561864473048,0
21,-0.00017796629599686753,0.006978398220645832,-0.0736817535108849,0.0060114523334026115,24.878117512933212,20
22,-0.00017796629599686753,0.006978398220645832,-0.0736817535108849,0.0060114523334026115,24.878117512933212,21
23,7.091487622357118e-05,-0.004712597282644726,0.08863705506355267,-0.6021840969658243,24.1734896625174,18
24,0.0001950646234251076,-0.006698816224847723,0.05621261431435469,-0.12296882220018356,22.919928651229352,13
25,-8.99996484671206e-06,-0.001928984442407522,0.06631179555968736,-0.6473228620918479,24.754547886903648,21
26,5.0794645576668345e-05,-0.0005756815667428139,-0.02504042116073002,0.21278196101198374,22.6563175737189,14
27,-9.292080567890366e-05,0.005366684707449996,-0.10105553343347176,0.5066217704042223,22.45025535085836,14
28,0.00023010311277948256,-0.009970793558540149,0.12651516470578525,-0.5295396297692604,23.398867255843932,20
29,-0.00018714758133735976,0.00934327863711859,-0.15198134106460404,0.6924075150997371,22.317237986472513,15
30,2.5283618996230217e-06,-0.0010890634938176547,0.039393152608985786,-0.5775797790925663,23.487492550943337,11
31,0.0001950646234251076,-0.006698816224847723,0.05621261431435469,-0.12296882220018356,22.919928651229352,20
32,0.0001950646234251076,-0.006698816224847723,0.05621261431435469,-0.12296882220018356,22.919928651229352,21
33,5.0794645576668345e-05,-0.0005756815667428139,-0.02504042116073002,0.21278196101198374,22.6563175737189,21
34,8.675650645831975e-05,-0.004534349453531935,0.08261220566208533,-0.7273524779410491,23.223561864473048,14
35,-0.00012356512889621918,0.004338580753618482,-0.03975940602633177,0.0009327846246899306,19.976558984494904,1
36,-0.00018493727656810163,0.0076351277973543815,-0.09197216581139746,0.09035441810668632,23.260208382499076,19
37,4.3169653980305923e-05,-0.0020358910824862576,0.031117562527127995,-0.2793602970523618,21.530283841147746,14
38,4.3169653980305923e-05,-0.0020358910824862576,0.031117562527127995,-0.2793602970523618,21.530283841147746,15
39,2.827738340038799e-06,0.0006690790121937075,-0.0153496976976224,-0.03716858005088297,20.656936910888874,10
40,2.5283618996230217e-06,-0.0010890634938176547,0.039393152608985786,-0.5775797790925663,23.487492550943337,21
41,0.00017340439056933718,-0.007937134667374678,0.12319011870025914,-0.8557214517848757,22.95296812403284,20
42,0.00010109527520245805,-0.00450697526875525,0.05336793700120282,-0.1776113236198812,19.293384331597753,0
43,0.0001821249967584556,-0.00814997804888877,0.12169167766316125,-0.7923347409166348,22.509262030686678,21
44,6.359848933279455e-05,-0.0033482048102140287,0.05132320120292111,-0.2547178286838294,19.522413195499148,6
45,-1.4569433519184827e-05,0.0008709480813486881,-0.017551068028725636,0.022332399523519952,20.91274779564485,21
46,2.827738340038799e-06,0.0006690790121937075,-0.0153496976976224,-0.03716858005088297,20.656936910888874,17
47,-6.040928496099458e-05,0.0013489574173643222,0.004493012050013442,-0.21121921410106612,20.101716058716224,12
48,-0.00011943386733315188,0.0045935401346873786,-0.04688400263896697,0.008263303863407791,20.318482973504924,16
49,0.00010109527520245805,-0.00450697526875525,0.05336793700120282,-0.1776113236198812,19.293384331597753,7
50,-0.00011943386733315188,0.0045935401346873786,-0.04688400263896697,0.008263303863407791,20.318482973504924,18
51,-7.928477217422626e-06,0.0007250977453743258,-0.007363256980683408,-0.13576398047160002,20.76367543326389,21
52,-2.212185439587344e-05,0.0008104713724783608,0.0008891426983514973,-0.2261458065008084,20.80214350865976,21
53,-2.546163612952577e-05,0.0026280533275189048,-0.059085290833720834,0.2450986344913234,19.243641953044047,5
54,-0.00011733621158614128,0.0052180108543837525,-0.06459225558567487,0.07820103335530168,18.89258167203303,1
55,-6.040928496099458e-05,0.0013489574173643222,0.004493012050013442,-0.21121921410106612,20.101716058716224,20
56,1.5148826295607876e-06,-0.0005018055955241518,0.02551016679478157,-0.3713989652576335,18.822567041676788,0
57,6.359848933279455e-05,-0.0033482048102140287,0.05132320120292111,-0.2547178286838294,19.522413195499148,19
58,0.00011355566155227019,-0.00544408296765126,0.09426697847943487,-0.6461694816020623,18.636893700719387,0
59,0.00010063640337150465,-0.004730265386980014,0.07960039302236736,-0.506248905112582,18.169541438801378,0
60,7.717983754757222e-05,-0.0037464072820401696,0.05201633597227934,-0.22193916964735527,19.406756467910167,21
61,-0.00012200421776531662,0.0049906913497384225,-0.05373342433541429,-0.010739144643401132,18.87134689020898,7
62,5.3615851417347826e-05,-0.0011038873235740888,-0.013222600075342972,0.17679872920677792,19.04274711784015,17
63,-0.00011733621158614128,0.0052180108543837525,-0.06459225558567487,0.07820103335530168,18.89258167203303,10
64,5.5688683656018874e-05,-0.001957640569040464,0.006936050121004733,0.10768878757569712,18.87843523868881,21
65,5.3615851417347826e-05,-0.0011038873235740888,-0.013222600075342972,0.17679872920677792,19.04274711784015,20
